2020 Inyo Presidential Primary,5.10.11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,,,,,,,,President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - DEM (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - REP (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - AI (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - GRN (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - LIB (Vote For=1),President of the US - PF (Vote For=1),President of the US - PF (Vote For=1),President of the US - PF (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),U.S. Representative 8th District (Vote For=1),Member of the State Assembly 26th District (Vote For=1),Member of the State Assembly 26th District (Vote For=1),Member of the State Assembly 26th District (Vote For=1),Superior Court Judge #1 (Vote For=1),Superior Court Judge #1 (Vote For=1),Superior Court Judge #1 (Vote For=1),Superior Court Judge #1 (Vote For=1),"County Supervisor, 2nd District (Vote For=1)","County Supervisor, 2nd District (Vote For=1)","County Supervisor, 2nd District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 4th District (Vote For=1)","County Supervisor, 5th District (Vote For=1)","County Supervisor, 5th District (Vote For=1)",State Proposition 13 (Vote For=1),State Proposition 13 (Vote For=1),Measure M- School Bond Measure (Vote For=1),Measure M- School Bond Measure (Vote For=1) 
3835,1,4,51,1-4-51,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3836,1,4,52,1-4-52,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3837,1,4,53,1-4-53,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,0,1,,
3838,1,4,54,1-4-54,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,0,0,,
3839,1,4,55,1-4-55,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,,
3840,1,4,56,1-4-56,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3841,1,4,57,1-4-57,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3842,1,4,58,1-4-58,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
3843,1,4,59,1-4-59,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3844,1,4,60,1-4-60,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3845,1,4,61,1-4-61,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
3846,1,4,62,1-4-62,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3847,1,4,63,1-4-63,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3848,1,4,64,1-4-64,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,1,,
3849,1,4,65,1-4-65,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,1,0,,
3850,1,4,66,1-4-66,Election Day,103 (103),1 (1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3851,1,4,67,1-4-67,Election Day,103 (103),1 (1),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,1,,
3852,1,4,68,1-4-68,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,,
3853,1,4,69,1-4-69,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
3854,1,4,70,1-4-70,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
3855,1,4,71,1-4-71,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,0,,
3856,1,4,72,1-4-72,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3857,1,4,73,1-4-73,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
3858,1,4,74,1-4-74,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,1,,
3859,1,4,75,1-4-75,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3860,1,4,76,1-4-76,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,1,,
3861,1,4,77,1-4-77,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
3862,1,4,78,1-4-78,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3863,1,4,79,1-4-79,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
3864,1,4,80,1-4-80,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
3865,1,4,81,1-4-81,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,,,,,0,1,,
3866,1,4,82,1-4-82,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3867,1,4,83,1-4-83,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
3868,1,4,84,1-4-84,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,0,1,,
3869,1,4,85,1-4-85,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3870,1,4,86,1-4-86,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,1,0,,
3871,1,4,87,1-4-87,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
3872,1,4,88,1-4-88,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3873,1,4,89,1-4-89,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
3874,1,4,90,1-4-90,Election Day,103 (103),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3875,1,4,42,1-4-42,Election Day,103 (103),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,1,,
3876,4,4,1,4-4-1,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3877,4,4,2,4-4-2,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3878,4,4,3,4-4-3,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3879,4,4,4,4-4-4,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3880,4,4,5,4-4-5,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3881,4,4,6,4-4-6,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3882,4,4,7,4-4-7,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3883,4,4,8,4-4-8,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3884,4,4,9,4-4-9,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3885,4,4,11,4-4-11,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,1,0,,
3886,4,4,12,4-4-12,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3887,4,4,13,4-4-13,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3888,4,4,14,4-4-14,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3889,4,4,15,4-4-15,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3890,4,4,16,4-4-16,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,1,0,,
3891,4,4,17,4-4-17,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,0,1,,
3892,4,4,18,4-4-18,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3893,4,4,19,4-4-19,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3894,4,4,20,4-4-20,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3895,4,4,21,4-4-21,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,0,1,,
3896,4,4,22,4-4-22,Election Day,101 (101),1 (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,1,,
3897,4,4,23,4-4-23,Election Day,101 (101),1 (1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,1,0,,
3898,4,4,24,4-4-24,Election Day,101 (101),1 (1),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
3899,4,4,25,4-4-25,Election Day,101 (101),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,,
3900,4,4,26,4-4-26,Election Day,101 (101),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,0,1,,
3901,4,4,27,4-4-27,Election Day,101 (101),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,0,1,,
3902,4,4,28,4-4-28,Election Day,101 (101),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
3903,4,4,29,4-4-29,Election Day,101 (101),1 (1),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,1,0,,
3904,4,4,30,4-4-30,Election Day,101 (101),1 (1),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,1,0,,
